id,source_id,fragment_type,text_excerpt,structured_payload,effect_direction,strength_score,extraction_method,extraction_confidence,date_extracted,notes
EVD-000130,SRC-000130,result,"N-Acetylcysteine (NAC) targets a diverse array of factors germane to the pathophysiology of multiple neuropsychiatric disorders including glutamatergic transmission, the antioxidant glutathione, neurotrophins, apoptosis, mitochondrial function, and inflammatory pathways. This review summarises the areas where the mechanisms of action of NAC overlap with known pathophysiological elements, and offers a précis of current literature regarding the use of NAC in disorders including cocaine, cannabis, ","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000131,SRC-000131,result,"Pediatric bipolar disorder is a highly prevalent and morbid disorder and is considered a prevalent public health concern. Currently approved treatments often pose the risk of serious side effects. Therefore, this study assessed the efficacy and tolerability of N-acetylcysteine (NAC), in children and adolescents with bipolar spectrum disorder. We conducted a 12-week open-label trial of NAC for treatment of mania and hypomania in children and adolescents ages 5-17 with bipolar spectrum disorder in","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.1544,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000132,SRC-000132,result,"N-acetylcysteine (NAC) is a well-known antidote for acetaminophen toxicity and is easily available over the counter. It has antioxidant and anti-inflammatory properties and an established tolerance and safety profile. Owing to its neuroprotective effects, its clinical use has recently expanded to include the treatment of different psychiatric and non-psychiatric disorders. Although a number of randomized controlled trials have documented the clinical evidence for NAC, there are no reviews that s","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000133,SRC-000133,result,"A 12-week randomised controlled trial of 2,000 mg/day adjunctive NAC for MDD found no significant improvement at the primary endpoint (week 12) but did see improvements at the post-discontinuation interview (week 16). Within the context of patient-centered treatment, mixed-methods qualitative analysis was also included to explore factors that may determine individual responses to adjunctive NAC treatment. These data were drawn, under blinded conditions, from clinician notes recorded in the case ","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000134,SRC-000134,result,"To evaluate the clinical safety of antenatal and postnatal N-acetylcysteine (NAC) as a neuroprotective agent in maternal chorioamnionitis in a randomized, controlled, double-blinded trial. Twenty-two mothers >24 weeks gestation presenting within 4 hours of diagnosis of clinical chorioamnionitis were randomized with their 24 infants to NAC or saline treatment. Antenatal NAC (100 mg/kg/dose) or saline was given intravenously every 6 hours until delivery. Postnatally, NAC (12.5-25 mg/kg/dose, n = 1","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.1544,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000135,SRC-000135,result,"N-acetylcysteine (NAC), a cysteine derivative with a reactive thiol group, possesses antioxidant and anti-inflammatory properties. Its redox activity plays a central role in scavenging reactive oxygen and nitrogen species and modulating cellular signaling pathways. Recent research highlights its potential role in psychiatric disorders through the modulation of oxidative stress and inflammatory pathways. This narrative review examines the efficacy of NAC in treating psychiatric conditions, includ","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000136,SRC-000136,result,"Folic acid (FA) supplementation during pregnancy aims to protect foetal development. However, maternal over-supplementation of FA has been demonstrated to cause metabolic dysfunction and increase the risk of autism, retinoblastoma, and respiratory illness in the offspring. Moreover, FA supplementation reduces the risk of congenital heart disease. However, little is known about its possible adverse effects on cardiac health resulting from maternal over-supplementation. In this study, we assessed ","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000137,SRC-000137,result,"According to the proposed interference of N-acetylcysteine (NAC) with pathophysiologic processes of autistic disorders (ADs), we aimed to assess the effectiveness and safety of NAC as an adjunct to risperidone in the treatment of ADs in a randomized, double-blind, clinical trial. The participants were referred outpatients between 4 and 12 years of age with the diagnosis of ADs and a score of more than 12 on Aberrant Behavior Checklist-Community (ABC-C) Irritability subscale score. The participan","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.1544,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000138,SRC-000138,result,"A phasic dysregulation of mitochondrial bioenergetics may operate in bipolar disorder, increased in mania and decreased in depression. We aimed to examine efficacy of two add-on treatments in bipolar depression: N-acetylcysteine (NAC) and NAC with a combination of nutraceutical agents that may increase mitochondrial biogenesis. A three-arm 16-week, double-blind, randomised, placebo-controlled trial, adjunctive to usual treatment, was conducted. Participants (n = 181) with bipolar disorder and cu","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.1544,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000139,SRC-000139,result,"There are a limited number of Food and Drug Administration (FDA)-approved medications for the treatment of autism. Meanwhile, oxidative stress and neuroinflammation are supposed to play a causative role in autism. N-acetylcysteine may provide cystine, a precursor for glutathione (GSH), which is an important antioxidant factor in the brain. We here report a child with autism, whose symptoms were markedly decreased after taking oral N-acetylcysteine 800 mg/day, in three divided doses. His social i","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0731,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000140,SRC-000140,result,"Autism spectrum disorders (ASDs) are a group of neurodevelopmental disorders including autistic disorder, Asperger syndrome, and pervasive developmental disorder not otherwise specified as to Diagnostic and Statistical Manual of Mental Disorders, Fourth Edition. All these categories are grouped together in Diagnostic and Statistical Manual of Mental Disorders, Fifth Edition, classification under the category of Autism Spectrum Disorders.Behavioral disorders including irritability, attention-defi","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": true}",unclear,0.0626,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000141,SRC-000141,result,"An imbalance between excitatory (E) glutamate and inhibitory (I) GABA transmission may underlie neurodevelopmental conditions such as autism spectrum disorder (ASD) and schizophrenia. This may be direct, through alterations in synaptic genes, but there is increasing evidence for the importance of indirect modulation of E/I balance through glial mechanisms. Here, we used C57BL/6J mice to test the hypothesis that striatal glutamate levels can be shifted by N-acetylcysteine (NAC), which acts at the","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000142,SRC-000142,result,"Children and adolescents with autism spectrum disorder (ASD) often experience high levels of irritability, which adversely affects their functioning and behaviors. N-acetylcysteine (NAC), an antioxidant precursor to glutathione, has recently been studied for a variety of neuropsychiatric disorders. There is growing evidence to support its use to decrease irritability and self-injurious behaviors in youth with ASD. However, previous studies were limited to outpatient youth with mild symptoms of i","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0731,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000143,SRC-000143,result,"While behavioral interventions remain the mainstay of treatment of autism spectrum disorder (ASD), several potential targeted treatments addressing the underlying neurophysiology of ASD have emerged in the last few years. These are promising for the potential to, in future, become part of the mainstay treatment in addressing the core symptoms of ASD. Although it is likely that the development of future targeted treatments will be influenced by the underlying heterogeneity in etiology, associated","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
EVD-000144,SRC-000144,result,"First-episode psychosis (FEP) may lead to a progressive, potentially disabling and lifelong chronic illness; however, evidence suggests that the illness course can be improved if appropriate treatments are given at the early stages. Nonetheless, the efficacy of antipsychotic medications is suboptimal, particularly for negative and cognitive symptoms, and more efficacious and benign treatments are needed. Previous studies have shown that the antioxidant amino acid N-acetylcysteine (NAC) reduces n","{""replicated"": ""unknown"", ""legacy_intervention_id"": ""INT-0004"", ""is_secondary_literature"": false}",unclear,0.0813,rule_based,0.95,2026-04-24T17:07:31+00:00,
